,dates,Ancestor's Chosen,Angel of Mercy,Aven Cloudchaser,Ballista Squad,Bandage,Beacon of Immortality,Benalish Knight,Condemn,Contaminated Bond,Demystify
2014-04-24,2014-04-24,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-04-25,2014-04-25,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-04-26,2014-04-26,," 0.9
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-04-27,2014-04-27,," 0.9
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-04-28,2014-04-28,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-04-29,2014-04-29,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-04-30,2014-04-30,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-01,2014-05-01,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-05-02,2014-05-02,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-05-03,2014-05-03,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-04,2014-05-04,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-05,2014-05-05,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-06,2014-05-06,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-07,2014-05-07,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-05-08,2014-05-08,," 0.9
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-05-09,2014-05-09,," 0.9
"," 0.15
"," 0.18
",,," 0.15
",," 0.15
",
2014-05-11,2014-05-11,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-12,2014-05-12,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-13,2014-05-13,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-14,2014-05-14,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-15,2014-05-15,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-16,2014-05-16,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-17,2014-05-17,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-18,2014-05-18,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-20,2014-05-20,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-21,2014-05-21,," 0.9
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-22,2014-05-22,," 0.89
"," 0.14
"," 0.17
",,," 0.14
",," 0.14
",
2014-05-23,2014-05-23,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-24,2014-05-24,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-25,2014-05-25,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-05-26,2014-05-26,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-05-27,2014-05-27,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-05-28,2014-05-28,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-05-29,2014-05-29,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-05-30,2014-05-30,," 0.91
"," 0.15
"," 0.18
",,," 0.15
",," 0.15
",
2014-05-31,2014-05-31,," 0.9
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-01,2014-06-01,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-06-02,2014-06-02,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-03,2014-06-03,," 0.87
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-04,2014-06-04,," 0.87
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-05,2014-06-05,," 0.87
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-06,2014-06-06,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-07,2014-06-07,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-08,2014-06-08,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-09,2014-06-09,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-10,2014-06-10,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-11,2014-06-11,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-12,2014-06-12,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-13,2014-06-13,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-14,2014-06-14,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-15,2014-06-15,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-16,2014-06-16,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-17,2014-06-17,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-18,2014-06-18,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-06-19,2014-06-19,," 0.88
"," 0.14
"," 0.18
",,," 0.15
",," 0.15
",
2014-06-20,2014-06-20,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-06-21,2014-06-21,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-22,2014-06-22,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-23,2014-06-23,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-25,2014-06-25,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-26,2014-06-26,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-27,2014-06-27,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-28,2014-06-28,," 0.89
"," 0.14
"," 0.19
",,," 0.14
",," 0.14
",
2014-06-29,2014-06-29,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-06-30,2014-06-30,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-01,2014-07-01,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-02,2014-07-02,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-03,2014-07-03,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-04,2014-07-04,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-05,2014-07-05,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-06,2014-07-06,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-07,2014-07-07,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-08,2014-07-08,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-09,2014-07-09,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-11,2014-07-11,," 0.91
"," 0.14
"," 0.19
",,," 0.14
",," 0.14
",
2014-07-12,2014-07-12,," 0.91
"," 0.14
"," 0.19
",,," 0.14
",," 0.14
",
2014-07-13,2014-07-13,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-14,2014-07-14,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-15,2014-07-15,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-16,2014-07-16,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-17,2014-07-17,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-19,2014-07-19,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-20,2014-07-20,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-21,2014-07-21,," 0.91
"," 0.15
"," 0.18
",,," 0.15
",," 0.14
",
2014-07-22,2014-07-22,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-23,2014-07-23,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-07-24,2014-07-24,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-25,2014-07-25,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-26,2014-07-26,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-27,2014-07-27,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-28,2014-07-28,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-29,2014-07-29,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-30,2014-07-30,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-07-31,2014-07-31,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-01,2014-08-01,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-02,2014-08-02,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-03,2014-08-03,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-04,2014-08-04,," 0.89
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-05,2014-08-05,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-06,2014-08-06,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-07,2014-08-07,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-08,2014-08-08,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-09,2014-08-09,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-10,2014-08-10,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-11,2014-08-11,," 0.91
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-12,2014-08-12,," 0.9
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2014-08-13,2014-08-13,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-14,2014-08-14,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-15,2014-08-15,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-16,2014-08-16,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-17,2014-08-17,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-18,2014-08-18,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-19,2014-08-19,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-20,2014-08-20,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-21,2014-08-21,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-22,2014-08-22,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-23,2014-08-23,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-24,2014-08-24,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-25,2014-08-25,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-26,2014-08-26,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-27,2014-08-27,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-28,2014-08-28,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-29,2014-08-29,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-30,2014-08-30,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-08-31,2014-08-31,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-01,2014-09-01,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-02,2014-09-02,," 0.88
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-03,2014-09-03,," 0.88
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-04,2014-09-04,," 0.88
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-05,2014-09-05,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-06,2014-09-06,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-07,2014-09-07,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-08,2014-09-08,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-09,2014-09-09,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-10,2014-09-10,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-11,2014-09-11,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-12,2014-09-12,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-13,2014-09-13,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-14,2014-09-14,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-15,2014-09-15,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-16,2014-09-16,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-17,2014-09-17,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-18,2014-09-18,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-19,2014-09-19,," 0.88
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-20,2014-09-20,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-21,2014-09-21,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-22,2014-09-22,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-23,2014-09-23,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-24,2014-09-24,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-25,2014-09-25,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-26,2014-09-26,," 0.89
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-27,2014-09-27,," 0.89
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-28,2014-09-28,," 0.89
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-09-29,2014-09-29,," 0.89
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-09-30,2014-09-30,," 0.89
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-01,2014-10-01,," 0.89
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-02,2014-10-02,," 0.91
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-03,2014-10-03,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-04,2014-10-04,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-05,2014-10-05,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-06,2014-10-06,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-07,2014-10-07,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-08,2014-10-08,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-10,2014-10-10,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-11,2014-10-11,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-12,2014-10-12,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-13,2014-10-13,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-14,2014-10-14,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-15,2014-10-15,," 0.9
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-16,2014-10-16,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-17,2014-10-17,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-18,2014-10-18,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-19,2014-10-19,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-20,2014-10-20,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-21,2014-10-21,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-22,2014-10-22,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-23,2014-10-23,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-24,2014-10-24,," 0.9
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-25,2014-10-25,," 0.87
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-26,2014-10-26,," 0.87
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-27,2014-10-27,," 0.87
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-28,2014-10-28,," 0.87
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-10-29,2014-10-29,," 0.87
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-30,2014-10-30,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-10-31,2014-10-31,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-01,2014-11-01,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-02,2014-11-02,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-03,2014-11-03,," 0.87
"," 0.15
"," 0.18
",,," 0.14
",," 0.15
",
2014-11-04,2014-11-04,," 0.87
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-05,2014-11-05,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-06,2014-11-06,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-07,2014-11-07,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-08,2014-11-08,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-09,2014-11-09,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-10,2014-11-10,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-11,2014-11-11,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-12,2014-11-12,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-13,2014-11-13,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-14,2014-11-14,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-15,2014-11-15,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-16,2014-11-16,," 0.86
"," 0.15
"," 0.18
",,," 0.15
",," 0.15
",
2014-11-17,2014-11-17,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-18,2014-11-18,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-19,2014-11-19,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-20,2014-11-20,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-21,2014-11-21,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-22,2014-11-22,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-23,2014-11-23,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-24,2014-11-24,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-25,2014-11-25,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-26,2014-11-26,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-27,2014-11-27,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-28,2014-11-28,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-29,2014-11-29,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-11-30,2014-11-30,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-01,2014-12-01,," 0.86
"," 0.15
"," 0.18
",,," 0.15
",," 0.14
",
2014-12-02,2014-12-02,," 0.86
"," 0.15
"," 0.18
",,," 0.15
",," 0.14
",
2014-12-03,2014-12-03,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-04,2014-12-04,," 0.86
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-05,2014-12-05,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-06,2014-12-06,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-07,2014-12-07,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-08,2014-12-08,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-09,2014-12-09,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-10,2014-12-10,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-11,2014-12-11,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-12,2014-12-12,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-13,2014-12-13,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-14,2014-12-14,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-15,2014-12-15,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-16,2014-12-16,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-17,2014-12-17,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-18,2014-12-18,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-19,2014-12-19,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-20,2014-12-20,," 0.85
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-21,2014-12-21,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-22,2014-12-22,," 0.85
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-23,2014-12-23,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-24,2014-12-24,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-25,2014-12-25,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-26,2014-12-26,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-27,2014-12-27,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-12-28,2014-12-28,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-12-29,2014-12-29,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.15
",
2014-12-30,2014-12-30,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2014-12-31,2014-12-31,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-01,2015-01-01,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-02,2015-01-02,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-03,2015-01-03,," 0.85
"," 0.15
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-04,2015-01-04,," 0.85
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-05,2015-01-05,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-06,2015-01-06,," 0.86
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-07,2015-01-07,," 0.85
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-08,2015-01-08,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-09,2015-01-09,," 0.84
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-10,2015-01-10,," 0.84
"," 0.14
"," 0.18
",,," 0.14
",," 0.14
",
2015-01-11,2015-01-11,," 0.85
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-13,2015-01-13,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-14,2015-01-14,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-15,2015-01-15,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-16,2015-01-16,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-17,2015-01-17,,,," 0.18
",,,,,,
2015-01-18,2015-01-18,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-19,2015-01-19,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-20,2015-01-20,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-21,2015-01-21,," 0.84
"," 0.15
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-22,2015-01-22,," 0.84
"," 0.15
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-23,2015-01-23,," 0.85
"," 0.15
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-24,2015-01-24,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-25,2015-01-25,," 0.84
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-26,2015-01-26,," 0.85
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-27,2015-01-27,," 0.85
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
2015-01-29,2015-01-29,," 0.85
"," 0.14
"," 0.18
",,," 0.15
",," 0.14
",
