index,name,code,setName
11389,Kabuto Moth,CHK,Champions of Kamigawa
11390,Kami of Ancient Law,CHK,Champions of Kamigawa
11392,Kami of the Painted Road,CHK,Champions of Kamigawa
11393,Kami of the Palace Fields,CHK,Champions of Kamigawa
11394,Kitsune Blademaster,CHK,Champions of Kamigawa
11395,Kitsune Diviner,CHK,Champions of Kamigawa
11396,Kitsune Healer,CHK,Champions of Kamigawa
11397,"Kitsune Mystic // Autumn-Tail, Kitsune Sage",CHK,Champions of Kamigawa
11399,Kitsune Riftwalker,CHK,Champions of Kamigawa
11400,"Konda, Lord of Eiganjo",CHK,Champions of Kamigawa
11401,Konda's Hatamoto,CHK,Champions of Kamigawa
11402,Lantern Kami,CHK,Champions of Kamigawa
11403,Masako the Humorless,CHK,Champions of Kamigawa
11404,Mothrider Samurai,CHK,Champions of Kamigawa
11405,Myojin of Cleansing Fire,CHK,Champions of Kamigawa
11406,"Nagao, Bound by Honor",CHK,Champions of Kamigawa
11407,Otherworldly Journey,CHK,Champions of Kamigawa
11408,Pious Kitsune,CHK,Champions of Kamigawa
11409,Quiet Purity,CHK,Champions of Kamigawa
11410,Reciprocate,CHK,Champions of Kamigawa
11412,Samurai Enforcers,CHK,Champions of Kamigawa
11413,Samurai of the Pale Curtain,CHK,Champions of Kamigawa
11414,Sensei Golden-Tail,CHK,Champions of Kamigawa
11415,Silent-Chant Zubera,CHK,Champions of Kamigawa
11416,"Takeno, Samurai General",CHK,Champions of Kamigawa
11417,Terashi's Cry,CHK,Champions of Kamigawa
11418,Vassal's Duty,CHK,Champions of Kamigawa
11419,Vigilance,CHK,Champions of Kamigawa
11420,"Yosei, the Morning Star",CHK,Champions of Kamigawa
11421,Aura of Dominion,CHK,Champions of Kamigawa
11423,Callous Deceiver,CHK,Champions of Kamigawa
11424,Consuming Vortex,CHK,Champions of Kamigawa
11426,Cut the Tethers,CHK,Champions of Kamigawa
11427,Dampen Thought,CHK,Champions of Kamigawa
11428,Eerie Procession,CHK,Champions of Kamigawa
11429,Eye of Nowhere,CHK,Champions of Kamigawa
11430,Field of Reality,CHK,Champions of Kamigawa
11431,Floating-Dream Zubera,CHK,Champions of Kamigawa
11432,Gifts Ungiven,CHK,Champions of Kamigawa
11433,Graceful Adept,CHK,Champions of Kamigawa
11434,Guardian of Solitude,CHK,Champions of Kamigawa
11436,"Hisoka, Minamo Sensei",CHK,Champions of Kamigawa
11437,Hisoka's Defiance,CHK,Champions of Kamigawa
11438,Hisoka's Guard,CHK,Champions of Kamigawa
11439,Honden of Seeing Winds,CHK,Champions of Kamigawa
11440,Jushi Apprentice // Tomoya the Revealer,CHK,Champions of Kamigawa
11442,Kami of Twisted Reflection,CHK,Champions of Kamigawa
11443,"Keiga, the Tide Star",CHK,Champions of Kamigawa
11444,Lifted by Clouds,CHK,Champions of Kamigawa
11445,Meloku the Clouded Mirror,CHK,Champions of Kamigawa
11446,Myojin of Seeing Winds,CHK,Champions of Kamigawa
11447,Mystic Restraints,CHK,Champions of Kamigawa
11448,Part the Veil,CHK,Champions of Kamigawa
11449,Peer Through Depths,CHK,Champions of Kamigawa
11450,Petals of Insight,CHK,Champions of Kamigawa
11451,Psychic Puppetry,CHK,Champions of Kamigawa
11452,Reach Through Mists,CHK,Champions of Kamigawa
11453,Reweave,CHK,Champions of Kamigawa
11454,River Kaijin,CHK,Champions of Kamigawa
11455,Sift Through Sands,CHK,Champions of Kamigawa
11456,Sire of the Storm,CHK,Champions of Kamigawa
11457,Soratami Cloudskater,CHK,Champions of Kamigawa
11458,Soratami Mirror-Guard,CHK,Champions of Kamigawa
11459,Soratami Mirror-Mage,CHK,Champions of Kamigawa
11460,Soratami Rainshaper,CHK,Champions of Kamigawa
11461,Soratami Savant,CHK,Champions of Kamigawa
11462,Soratami Seer,CHK,Champions of Kamigawa
11463,Squelch,CHK,Champions of Kamigawa
11464,"Student of Elements // Tobita, Master of Winds",CHK,Champions of Kamigawa
11466,Swirl the Mists,CHK,Champions of Kamigawa
11467,Teller of Tales,CHK,Champions of Kamigawa
11468,Thoughtbind,CHK,Champions of Kamigawa
11470,The Unspeakable,CHK,Champions of Kamigawa
11472,Wandering Ones,CHK,Champions of Kamigawa
11473,Ashen-Skin Zubera,CHK,Champions of Kamigawa
11475,Blood Speaker,CHK,Champions of Kamigawa
11476,Bloodthirsty Ogre,CHK,Champions of Kamigawa
11477,Cranial Extraction,CHK,Champions of Kamigawa
11478,Cruel Deceiver,CHK,Champions of Kamigawa
11479,Cursed Ronin,CHK,Champions of Kamigawa
11480,Dance of Shadows,CHK,Champions of Kamigawa
11481,Deathcurse Ogre,CHK,Champions of Kamigawa
11482,Devouring Greed,CHK,Champions of Kamigawa
11484,Gibbering Kami,CHK,Champions of Kamigawa
11485,Gutwrencher Oni,CHK,Champions of Kamigawa
11486,He Who Hungers,CHK,Champions of Kamigawa
11487,Hideous Laughter,CHK,Champions of Kamigawa
11488,Honden of Night's Reach,CHK,Champions of Kamigawa
11489,"Horobi, Death's Wail",CHK,Champions of Kamigawa
11490,"Iname, Death Aspect",CHK,Champions of Kamigawa
11491,Kami of Lunacy,CHK,Champions of Kamigawa
11492,Kami of the Waning Moon,CHK,Champions of Kamigawa
11493,"Kiku, Night's Flower",CHK,Champions of Kamigawa
11494,"Kokusho, the Evening Star",CHK,Champions of Kamigawa
11495,"Kuro, Pitlord",CHK,Champions of Kamigawa
11496,Marrow-Gnawer,CHK,Champions of Kamigawa
11497,Midnight Covenant,CHK,Champions of Kamigawa
11498,Myojin of Night's Reach,CHK,Champions of Kamigawa
11499,Nezumi Bone-Reader,CHK,Champions of Kamigawa
11501,Nezumi Graverobber // Nighteyes the Desecrator,CHK,Champions of Kamigawa
11503,Nezumi Ronin,CHK,Champions of Kamigawa
11504,Nezumi Shortfang // Stabwhisker the Odious,CHK,Champions of Kamigawa
11506,Night Dealings,CHK,Champions of Kamigawa
11507,Night of Souls' Betrayal,CHK,Champions of Kamigawa
11508,Numai Outcast,CHK,Champions of Kamigawa
11509,Oni Possession,CHK,Champions of Kamigawa
11510,Painwracker Oni,CHK,Champions of Kamigawa
11511,Pull Under,CHK,Champions of Kamigawa
11512,Rag Dealer,CHK,Champions of Kamigawa
11513,Ragged Veins,CHK,Champions of Kamigawa
11514,Rend Flesh,CHK,Champions of Kamigawa
11515,Rend Spirit,CHK,Champions of Kamigawa
11516,Scuttling Death,CHK,Champions of Kamigawa
11517,"Seizan, Perverter of Truth",CHK,Champions of Kamigawa
11518,Soulless Revival,CHK,Champions of Kamigawa
11519,Struggle for Sanity,CHK,Champions of Kamigawa
11520,Swallowing Plague,CHK,Champions of Kamigawa
11521,Thief of Hope,CHK,Champions of Kamigawa
11522,Villainous Ogre,CHK,Champions of Kamigawa
11523,Waking Nightmare,CHK,Champions of Kamigawa
11524,Wicked Akuba,CHK,Champions of Kamigawa
11525,Akki Avalanchers,CHK,Champions of Kamigawa
11526,Akki Coalflinger,CHK,Champions of Kamigawa
11527,"Akki Lavarunner // Tok-Tok, Volcano Born",CHK,Champions of Kamigawa
11529,Akki Rockspeaker,CHK,Champions of Kamigawa
11530,Akki Underminer,CHK,Champions of Kamigawa
11531,Battle-Mad Ronin,CHK,Champions of Kamigawa
11532,"Ben-Ben, Akki Hermit",CHK,Champions of Kamigawa
11533,Blind with Anger,CHK,Champions of Kamigawa
11535,Brothers Yamazaki,CHK,Champions of Kamigawa
11537,Brutal Deceiver,CHK,Champions of Kamigawa
11538,Crushing Pain,CHK,Champions of Kamigawa
11539,Desperate Ritual,CHK,Champions of Kamigawa
11540,Devouring Rage,CHK,Champions of Kamigawa
11541,Earthshaker,CHK,Champions of Kamigawa
11542,Ember-Fist Zubera,CHK,Champions of Kamigawa
11543,Frostwielder,CHK,Champions of Kamigawa
11544,Glacial Ray,CHK,Champions of Kamigawa
11546,Hanabi Blast,CHK,Champions of Kamigawa
11547,Hearth Kami,CHK,Champions of Kamigawa
11548,Honden of Infinite Rage,CHK,Champions of Kamigawa
11549,Initiate of Blood // Goka the Unjust,CHK,Champions of Kamigawa
11551,Kami of Fire's Roar,CHK,Champions of Kamigawa
11552,"Kiki-Jiki, Mirror Breaker",CHK,Champions of Kamigawa
11553,"Kumano, Master Yamabushi",CHK,Champions of Kamigawa
11554,Kumano's Pupils,CHK,Champions of Kamigawa
11555,Lava Spike,CHK,Champions of Kamigawa
11556,Mana Seism,CHK,Champions of Kamigawa
11557,Mindblaze,CHK,Champions of Kamigawa
11558,Myojin of Infinite Rage,CHK,Champions of Kamigawa
11559,Ore Gorger,CHK,Champions of Kamigawa
11560,Pain Kami,CHK,Champions of Kamigawa
11561,Ronin Houndmaster,CHK,Champions of Kamigawa
11563,Shimatsu the Bloodcloaked,CHK,Champions of Kamigawa
11564,Sideswipe,CHK,Champions of Kamigawa
11565,Sokenzan Bruiser,CHK,Champions of Kamigawa
11566,Soul of Magma,CHK,Champions of Kamigawa
11569,Strange Inversion,CHK,Champions of Kamigawa
11570,Through the Breach,CHK,Champions of Kamigawa
11571,Tide of War,CHK,Champions of Kamigawa
11573,Unearthly Blizzard,CHK,Champions of Kamigawa
11574,Unnatural Speed,CHK,Champions of Kamigawa
11575,Yamabushi's Flame,CHK,Champions of Kamigawa
11576,Yamabushi's Storm,CHK,Champions of Kamigawa
11577,Zo-Zu the Punisher,CHK,Champions of Kamigawa
11581,Burr Grafter,CHK,Champions of Kamigawa
11583,Dosan the Falling Leaf,CHK,Champions of Kamigawa
11584,Dripping-Tongue Zubera,CHK,Champions of Kamigawa
11585,Feast of Worms,CHK,Champions of Kamigawa
11586,Feral Deceiver,CHK,Champions of Kamigawa
11587,Gale Force,CHK,Champions of Kamigawa
11588,Glimpse of Nature,CHK,Champions of Kamigawa
11589,Hana Kami,CHK,Champions of Kamigawa
11591,Honden of Life's Web,CHK,Champions of Kamigawa
11592,Humble Budoka,CHK,Champions of Kamigawa
11593,"Iname, Life Aspect",CHK,Champions of Kamigawa
11594,Joyous Respite,CHK,Champions of Kamigawa
11595,"Jugan, the Rising Star",CHK,Champions of Kamigawa
11596,Jukai Messenger,CHK,Champions of Kamigawa
11597,Kami of the Hunt,CHK,Champions of Kamigawa
11598,Kashi-Tribe Reaver,CHK,Champions of Kamigawa
11599,Kashi-Tribe Warriors,CHK,Champions of Kamigawa
11600,Kodama of the North Tree,CHK,Champions of Kamigawa
11601,Kodama of the South Tree,CHK,Champions of Kamigawa
11602,Kodama's Might,CHK,Champions of Kamigawa
11605,Matsu-Tribe Decoy,CHK,Champions of Kamigawa
11606,Moss Kami,CHK,Champions of Kamigawa
11607,Myojin of Life's Web,CHK,Champions of Kamigawa
11608,Nature's Will,CHK,Champions of Kamigawa
11609,Orbweaver Kumo,CHK,Champions of Kamigawa
11611,"Orochi Eggwatcher // Shidako, Broodmistress",CHK,Champions of Kamigawa
11613,Orochi Leafcaller,CHK,Champions of Kamigawa
11614,Orochi Ranger,CHK,Champions of Kamigawa
11615,Orochi Sustainer,CHK,Champions of Kamigawa
11616,Rootrunner,CHK,Champions of Kamigawa
11617,"Sachi, Daughter of Seshiro",CHK,Champions of Kamigawa
11619,Serpent Skin,CHK,Champions of Kamigawa
11620,Seshiro the Anointed,CHK,Champions of Kamigawa
11621,"Shisato, Whispering Hunter",CHK,Champions of Kamigawa
11622,Soilshaper,CHK,Champions of Kamigawa
11623,"Sosuke, Son of Seshiro",CHK,Champions of Kamigawa
11624,Strength of Cedars,CHK,Champions of Kamigawa
11625,Thousand-legged Kami,CHK,Champions of Kamigawa
11626,Time of Need,CHK,Champions of Kamigawa
11627,Venerable Kumo,CHK,Champions of Kamigawa
11628,Vine Kami,CHK,Champions of Kamigawa
11629,Wear Away,CHK,Champions of Kamigawa
11630,General's Kabuto,CHK,Champions of Kamigawa
11631,Hair-Strung Koto,CHK,Champions of Kamigawa
11632,Hankyu,CHK,Champions of Kamigawa
11633,Honor-Worn Shaku,CHK,Champions of Kamigawa
11634,Imi Statue,CHK,Champions of Kamigawa
11635,Jade Idol,CHK,Champions of Kamigawa
11636,Journeyer's Kite,CHK,Champions of Kamigawa
11637,Junkyo Bell,CHK,Champions of Kamigawa
11638,Konda's Banner,CHK,Champions of Kamigawa
11639,Kusari-Gama,CHK,Champions of Kamigawa
11640,Long-Forgotten Gohei,CHK,Champions of Kamigawa
11641,Moonring Mirror,CHK,Champions of Kamigawa
11642,Nine-Ringed Bo,CHK,Champions of Kamigawa
11643,No-Dachi,CHK,Champions of Kamigawa
11644,"Oathkeeper, Takeno's Daisho",CHK,Champions of Kamigawa
11646,Reito Lantern,CHK,Champions of Kamigawa
11647,Sensei's Divining Top,CHK,Champions of Kamigawa
11648,Shell of the Last Kappa,CHK,Champions of Kamigawa
11649,"Tatsumasa, the Dragon's Fang",CHK,Champions of Kamigawa
11650,"Tenza, Godo's Maul",CHK,Champions of Kamigawa
11651,Uba Mask,CHK,Champions of Kamigawa
11652,"Boseiju, Who Shelters All",CHK,Champions of Kamigawa
11653,Cloudcrest Lake,CHK,Champions of Kamigawa
11654,Eiganjo Castle,CHK,Champions of Kamigawa
11656,Hall of the Bandit Lord,CHK,Champions of Kamigawa
11657,Lantern-Lit Graveyard,CHK,Champions of Kamigawa
11658,"Minamo, School at Water's Edge",CHK,Champions of Kamigawa
11659,"Okina, Temple to the Grandfathers",CHK,Champions of Kamigawa
11660,Pinecrest Ridge,CHK,Champions of Kamigawa
11661,"Shinka, the Bloodsoaked Keep",CHK,Champions of Kamigawa
11662,"Shizo, Death's Storehouse",CHK,Champions of Kamigawa
11663,Tranquil Garden,CHK,Champions of Kamigawa
11664,"Untaidake, the Cloud Keeper",CHK,Champions of Kamigawa
11665,Waterveil Cavern,CHK,Champions of Kamigawa
11688,Angelic Voices,CHR,Chronicles
11689,Blood of the Martyr,CHR,Chronicles
11692,Indestructible Aura,CHR,Chronicles
11694,Keepers of the Faith,CHR,Chronicles
11695,Petra Sphinx,CHR,Chronicles
11711,Witch Hunter,CHR,Chronicles
11716,Enchantment Alteration,CHR,Chronicles
11718,Flash Flood,CHR,Chronicles
11720,Puppet Master,CHR,Chronicles
11723,Teleport,CHR,Chronicles
11724,Wall of Vapor,CHR,Chronicles
11726,Banshee,CHR,Chronicles
11730,Giant Slug,CHR,Chronicles
11733,Shimian Night Stalker,CHR,Chronicles
11734,Takklemaggot,CHR,Chronicles
11735,The Fallen,CHR,Chronicles
11737,Transmutation,CHR,Chronicles
11738,Wall of Shadows,CHR,Chronicles
11740,Active Volcano,CHR,Chronicles
11742,Beasts of Bogardan,CHR,Chronicles
11747,Goblin Shrine,CHR,Chronicles
11748,Goblins of the Flarg,CHR,Chronicles
11749,Land's Edge,CHR,Chronicles
11750,Mountain Yeti,CHR,Chronicles
11753,Wall of Opposition,CHR,Chronicles
11756,Cocoon,CHR,Chronicles
11757,Concordant Crossroads,CHR,Chronicles
11760,Emerald Dragonfly,CHR,Chronicles
11765,Revelation,CHR,Chronicles
11767,Storm Seeker,CHR,Chronicles
11768,Arcades Sabboth,CHR,Chronicles
11769,Axelrod Gunnarson,CHR,Chronicles
11770,Ayesha Tanaka,CHR,Chronicles
11771,Chromium,CHR,Chronicles
11772,Dakkon Blackblade,CHR,Chronicles
11773,Gabriel Angelfire,CHR,Chronicles
11774,Johan,CHR,Chronicles
11775,Kei Takahashi,CHR,Chronicles
11776,Marhault Elsdragon,CHR,Chronicles
11777,Nebuchadnezzar,CHR,Chronicles
11779,Palladia-Mors,CHR,Chronicles
11781,Sivitri Scarzam,CHR,Chronicles
11782,Sol'kanar the Swamp King,CHR,Chronicles
11784,Tobias Andrion,CHR,Chronicles
11785,Tor Wauki,CHR,Chronicles
11786,Vaevictis Asmadi,CHR,Chronicles
11787,Xira Arien,CHR,Chronicles
11788,Arena of the Ancients,CHR,Chronicles
11792,Book of Rass,CHR,Chronicles
11793,Bronze Horse,CHR,Chronicles
11797,Horn of Deafening,CHR,Chronicles
11800,Living Armor,CHR,Chronicles
11803,Runesword,CHR,Chronicles
11804,Sentinel,CHR,Chronicles
11807,Triassic Egg,CHR,Chronicles
11808,Voodoo Doll,CHR,Chronicles
11810,Safe Haven,CHR,Chronicles
11815,"Diaochan, Artful Beauty",CM1,Commander's Arsenal
11816,Dragonlair Spider,CM1,Commander's Arsenal
11820,Loyal Retainers,CM1,Commander's Arsenal
11821,Maelstrom Wanderer,CM1,Commander's Arsenal
11822,The Mimeoplasm,CM1,Commander's Arsenal
11825,Rhystic Study,CM1,Commander's Arsenal
11826,Scroll Rack,CM1,Commander's Arsenal
11830,"Damia, Sage of Stone",CM2,Commander Anthology Volume II
11831,"Vorosh, the Hunter",CM2,Commander Anthology Volume II
11876,Riddlekeeper,CM2,Commander Anthology Volume II
11877,Slipstream Eel,CM2,Commander Anthology Volume II
11878,Spell Crumple,CM2,Commander Anthology Volume II
11887,Buried Alive,CM2,Commander Anthology Volume II
11889,Dark Hatchling,CM2,Commander Anthology Volume II
11903,Scythe Specter,CM2,Commander Anthology Volume II
11904,Sewer Nemesis,CM2,Commander Anthology Volume II
11905,Shared Trauma,CM2,Commander Anthology Volume II
11908,Syphon Flesh,CM2,Commander Anthology Volume II
11962,Brawn,CM2,Commander Anthology Volume II
11982,Desecrator Hag,CM2,Commander Anthology Volume II
11994,"Skullbriar, the Walking Grave",CM2,Commander Anthology Volume II
11997,"Szadek, Lord of Secrets",CM2,Commander Anthology Volume II
12000,"Wrexial, the Risen Deep",CM2,Commander Anthology Volume II
12055,Triskelavus,CM2,Commander Anthology Volume II
12099,"Svogthos, the Restless Tomb",CM2,Commander Anthology Volume II
12145,Angelic Arbiter,CMA,Commander Anthology
12146,Archangel of Strife,CMA,Commander Anthology
12147,Bathe in Light,CMA,Commander Anthology
12156,Lightkeeper of Emeria,CMA,Commander Anthology
12158,Mother of Runes,CMA,Commander Anthology
12162,Righteous Cause,CMA,Commander Anthology
12164,Shattered Angel,CMA,Commander Anthology
12196,Dread Cacodemon,CMA,Commander Anthology
12199,Evincar's Justice,CMA,Commander Anthology
12204,Razorjaw Oni,CMA,Commander Anthology
12205,Reiver Demon,CMA,Commander Anthology
12217,Anger,CMA,Commander Anthology
12218,Avatar of Slaughter,CMA,Commander Anthology
12219,Cleansing Beam,CMA,Commander Anthology
12221,Death by Dragons,CMA,Commander Anthology
12225,Mana-Charged Dragon,CMA,Commander Anthology
12226,Oni of Wild Places,CMA,Commander Anthology
12227,Pyrohemia,CMA,Commander Anthology
12228,Stranglehold,CMA,Commander Anthology
12229,Sulfurous Blast,CMA,Commander Anthology
12230,Vow of Lightning,CMA,Commander Anthology
12314,Angel of Despair,CMA,Commander Anthology
12315,"Basandra, Battle Seraph",CMA,Commander Anthology
12325,Malfegor,CMA,Commander Anthology
12329,"Oros, the Avenger",CMA,Commander Anthology
12335,"Tariel, Reckoner of Souls",CMA,Commander Anthology
12339,Wrecking Ball,CMA,Commander Anthology
12340,Boros Guildmage,CMA,Commander Anthology
12341,Duergar Hedge-Mage,CMA,Commander Anthology
12342,Gwyllion Hedge-Mage,CMA,Commander Anthology
12343,Master Warcraft,CMA,Commander Anthology
12346,Orzhov Guildmage,CMA,Commander Anthology
12462,Ral's Vanguard,CMB1,Mystery Booster Playtest Cards
12463,Banding Sliver,CMB1,Mystery Booster Playtest Cards
12464,Baneslayer Aspirant,CMB1,Mystery Booster Playtest Cards
12465,Enroll in the Coalition,CMB1,Mystery Booster Playtest Cards
12466,Five Kids in a Trenchcoat,CMB1,Mystery Booster Playtest Cards
12467,Frontier Explorer,CMB1,Mystery Booster Playtest Cards
12468,Imaginary Friends,CMB1,Mystery Booster Playtest Cards
12469,Metagamer,CMB1,Mystery Booster Playtest Cards
12470,Priority Avenger,CMB1,Mystery Booster Playtest Cards
12471,"Ruff, Underdog Champ",CMB1,Mystery Booster Playtest Cards
12472,Sarah's Wings,CMB1,Mystery Booster Playtest Cards
12473,Scaled Destruction,CMB1,Mystery Booster Playtest Cards
12474,Stack of Paperwork,CMB1,Mystery Booster Playtest Cards
12475,Wizened Arbiter,CMB1,Mystery Booster Playtest Cards
12476,You're in Command,CMB1,Mystery Booster Playtest Cards
12477,Animate Spell,CMB1,Mystery Booster Playtest Cards
12478,Biting Remark,CMB1,Mystery Booster Playtest Cards
12479,Command the Chaff,CMB1,Mystery Booster Playtest Cards
12480,Control Win Condition,CMB1,Mystery Booster Playtest Cards
12481,Do-Over,CMB1,Mystery Booster Playtest Cards
